Id,Type
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/66.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/660.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/661.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/662.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/663.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/664.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/665.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/666.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/667.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/668.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/669.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/67.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/670.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/671.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/672.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/673.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/674.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/675.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/676.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/677.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/678.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/679.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/68.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/680.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/681.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/682.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/683.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/684.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/685.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/686.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/687.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/688.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/689.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/69.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/690.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/691.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/692.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/693.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/694.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/695.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/696.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/697.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/698.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/699.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/7.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/70.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/700.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/701.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/702.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/703.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/704.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/705.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/706.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/707.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/708.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/709.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/71.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/710.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/711.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/712.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/713.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/714.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/715.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/716.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/717.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/718.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/719.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/72.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/720.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/721.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/722.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/723.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/724.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/725.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/726.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/727.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/728.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/729.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/73.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/730.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/731.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/732.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/733.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/734.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/735.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/736.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/737.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/738.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/739.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/74.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/740.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/741.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/742.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/743.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/744.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/745.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/746.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/747.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/748.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/749.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/75.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/750.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/751.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/752.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/753.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/754.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/755.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/756.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/757.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/758.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/759.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/76.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/760.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/761.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/762.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/763.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/764.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/765.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/766.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/767.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/768.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/769.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/77.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/770.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/771.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/772.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/773.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/774.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/775.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/776.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/777.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/778.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/779.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/78.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/780.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/781.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/782.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/783.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/784.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/785.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/786.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/787.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/788.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/789.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/79.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/790.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/791.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/792.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/793.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/794.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/795.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/796.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/797.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/798.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/799.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/8.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/80.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/800.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/801.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/802.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/803.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/804.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/805.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/806.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/807.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/808.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/809.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/81.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/810.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/811.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/812.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/813.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/814.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/815.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/816.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/817.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/818.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/819.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/82.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/820.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/821.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/822.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/823.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/824.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/825.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/83.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/84.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/85.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/86.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/87.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/88.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/89.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/9.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/90.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/91.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/92.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/93.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/94.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/95.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/96.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/97.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/98.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Glioma/99.jpg,Glioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1000.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1001.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1002.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1003.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1004.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1005.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1006.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1007.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1008.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1009.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1010.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1011.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1012.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1013.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1014.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1015.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1016.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1017.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1018.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1019.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1020.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1021.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1022.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1023.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1024.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1025.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1026.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1027.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1028.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1029.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1030.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1031.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1032.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1033.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1034.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1035.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1036.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1037.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1038.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1039.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1040.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1041.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1042.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1043.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1044.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1045.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1046.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1047.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1048.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1049.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1050.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1051.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1052.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1053.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1054.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1055.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1056.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1057.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1058.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1059.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1060.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1061.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1062.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1063.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1064.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1065.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1066.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1067.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1068.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1069.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1070.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1071.jpg,Meningioma
